ENGINE RUN TIME,ENGINE RPM,VEHICLE SPEED,THROTTLE,ENGINE LOAD,COOLANT TEMPERATURE,LONG TERM FUEL TRIM BANK 1,SHORT TERM FUEL TRIM BANK 1,INTAKE MANIFOLD PRESSURE,FUEL TANK,ABSOLUTE THROTTLE B,PEDAL D,PEDAL E,COMMANDED THROTTLE ACTUATOR,FUEL AIR COMMANDED EQUIV RATIO,ABSOLUTE BAROMETRIC PRESSURE,RELATIVE THROTTLE POSITION,INTAKE AIR TEMP,TIMING ADVANCE,CATALYST TEMPERATURE BANK1 SENSOR1,CATALYST TEMPERATURE BANK1 SENSOR2,CONTROL MODULE VOLTAGE,COMMANDED EVAPORATIVE PURGE,TIME RUN WITH MIL ON,TIME SINCE TROUBLE CODES CLEARED,DISTANCE TRAVELED WITH MIL ON,WARM UPS SINCE CODES CLEARED
831.25,0.0,18.82353,37.254902,80.0,-0.78125,0.0,37.0,60.392159,50.980392,16.078432,31.764706,18.82353,0.0,100.0,0.0,48.0,1.0,80.699997,63.300003,69.6300033,0.0,0.0,8260.0,0.0,255.0,
831.25,0.0,18.82353,37.254902,80.0,-0.78125,0.0,37.0,60.392159,50.980392,16.078432,31.764706,18.82353,0.0,100.0,0.0,48.0,1.0,80.699997,63.300003,69.6300033,0.0,0.0,8260.0,0.0,255.0,
831.25,0.0,18.82353,37.254902,80.0,-0.78125,0.0,37.0,60.392159,50.980392,16.078432,31.764706,18.82353,0.0,100.0,0.0,48.0,1.0,87.099998,63.300003,69.6300033,0.0,0.0,8260.0,0.0,255.0,
831.25,0.0,18.82353,37.64706,80.0,-0.78125,-1.5625,37.0,60.392159,50.980392,16.078432,31.764706,18.82353,0.0,100.0,0.0,48.0,1.0,87.099998,63.300003,69.6300033,0.0,0.0,8260.0,0.0,255.0,
837.5,0.0,18.82353,37.64706,80.0,-0.78125,-1.5625,37.0,60.392159,50.980392,16.078432,31.764706,18.82353,0.0,100.0,0.0,48.0,0.0,87.099998,63.300003,69.6300033,0.0,0.0,8260.0,0.0,255.0,
837.5,0.0,18.82353,37.64706,80.0,-0.78125,-1.5625,37.0,60.392159,50.980392,16.078432,31.764706,18.82353,0.0,100.0,0.0,48.0,0.0,90.399994,63.300003,69.6300033,0.0,0.0,8260.0,0.0,255.0,
837.5,0.0,18.82353,37.64706,80.0,-0.78125,-1.5625,37.0,60.392159,50.980392,16.078432,31.764706,18.82353,0.0,100.0,0.0,48.0,0.0,90.399994,63.300003,69.6300033,0.0,0.0,8260.0,0.0,255.0,
633.5,0.0,19.215687,48.235294,80.0,-2.34375,-1.5625,49.0,60.392159,50.980392,16.078432,31.764706,18.82353,0.0,100.0,0.0,48.0,7.0,90.399994,63.300003,69.6300033,0.0,0.0,8260.0,0.0,255.0,
633.5,0.0,19.215687,48.235294,80.0,-2.34375,-1.5625,49.0,60.392159,50.980392,16.078432,31.764706,18.82353,0.0,100.0,0.0,48.0,7.0,90.399994,63.300003,69.6300033,0.0,0.0,8260.0,0.0,255.0,
633.5,0.0,19.215687,48.235294,80.0,-2.34375,-1.5625,49.0,60.392159,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,97.300003,63.400002,69.7400022,0.0,0.0,8260.0,0.0,255.0,
633.5,0.0,19.215687,48.235294,80.0,-2.34375,-1.5625,49.0,60.392159,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,97.300003,63.400002,69.7400022,0.0,0.0,8260.0,0.0,255.0,
624.0,0.0,19.215687,51.372547,81.0,-1.5625,1.5625,54.0,60.392159,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,97.300003,63.400002,69.7400022,0.0,0.0,8260.0,0.0,255.0,
624.0,0.0,19.215687,51.372547,81.0,-1.5625,1.5625,54.0,59.607841,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,97.300003,63.400002,69.7400022,0.0,0.0,8260.0,0.0,255.0,
624.0,0.0,19.215687,51.372547,81.0,-1.5625,1.5625,54.0,59.607841,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,104.800003,63.5,69.85000000000001,0.0,0.0,8260.0,0.0,255.0,
624.0,0.0,19.215687,46.666668,81.0,-2.34375,0.0,54.0,59.607841,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,104.800003,63.5,69.85000000000001,0.0,0.0,8260.0,0.0,255.0,
906.25,5.0,20.784313,46.666668,81.0,-2.34375,0.0,52.0,59.607841,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,4.0,104.800003,63.5,69.85000000000001,0.0,0.0,8260.0,0.0,255.0,
906.25,5.0,20.784313,46.666668,81.0,-2.34375,0.0,52.0,58.823528,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,4.0,113.199997,63.699997,70.0699967,0.0,0.0,8260.0,0.0,255.0,
906.25,5.0,20.784313,46.666668,81.0,-2.34375,0.0,52.0,58.823528,52.156864,19.607843,35.294117,20.0,0.0,100.0,0.784314,48.0,4.0,113.199997,63.699997,70.0699967,0.0,0.0,8260.0,0.0,255.0,
1194.5,9.0,19.215687,31.764706,81.0,0.0,-6.25,30.0,58.823528,52.156864,19.607843,35.294117,20.0,0.0,100.0,0.784314,48.0,19.0,113.199997,63.699997,70.0699967,0.0,0.0,8260.0,0.0,255.0,
1194.5,9.0,19.215687,31.764706,81.0,0.0,-6.25,30.0,52.156864,52.156864,19.607843,35.294117,20.0,0.0,100.0,0.784314,48.0,19.0,113.199997,63.699997,70.0699967,0.0,0.0,8260.0,0.0,255.0,
1194.5,9.0,19.215687,31.764706,81.0,0.0,-6.25,30.0,52.156864,52.941177,16.078432,31.764706,19.215687,0.0,100.0,1.568627,48.0,19.0,117.699997,63.699997,70.0699967,0.0,0.0,8260.0,0.0,255.0,
1194.5,9.0,19.215687,31.764706,81.0,0.0,-6.25,30.0,52.156864,52.941177,16.078432,31.764706,19.215687,0.0,100.0,1.568627,48.0,19.0,117.699997,63.699997,70.0699967,0.0,0.0,8260.0,0.0,255.0,
716.25,9.0,19.215687,51.764706,81.0,-2.34375,-0.78125,51.0,52.156864,52.941177,16.078432,31.764706,19.215687,0.0,100.0,1.568627,48.0,7.0,117.699997,63.699997,70.0699967,0.0,0.0,8260.0,0.0,255.0,
716.25,9.0,19.215687,51.764706,81.0,-2.34375,-0.78125,51.0,49.411766,52.941177,16.078432,31.764706,19.215687,0.0,100.0,1.568627,48.0,7.0,117.699997,63.699997,70.0699967,0.0,0.0,8260.0,0.0,255.0,
716.25,9.0,19.215687,51.764706,81.0,-2.34375,-0.78125,51.0,49.411766,53.333332,20.392157,36.470589,20.784313,0.0,100.0,1.568627,48.0,7.0,126.399994,63.900002,70.2900022,0.0,0.0,8260.0,0.0,255.0,
716.25,9.0,19.215687,54.509804,82.0,-1.5625,-3.125,51.0,49.411766,53.333332,20.392157,36.470589,20.784313,0.0,100.0,1.568627,48.0,7.0,126.399994,63.900002,70.2900022,0.0,0.0,8260.0,0.0,255.0,
955.25,13.0,20.0,54.509804,82.0,-1.5625,-3.125,53.0,49.411766,53.333332,20.392157,36.470589,20.784313,0.0,100.0,1.568627,48.0,14.0,126.399994,63.900002,70.2900022,0.0,0.0,8260.0,0.0,255.0,
955.25,13.0,20.0,54.509804,82.0,-1.5625,-3.125,53.0,47.450981,53.333332,20.392157,36.470589,20.784313,0.0,100.0,1.568627,48.0,14.0,136.399994,64.199997,70.6199967,0.0,0.0,8260.0,0.0,255.0,
955.25,13.0,20.0,54.509804,82.0,-1.5625,-3.125,53.0,47.450981,52.156864,18.82353,34.901962,19.607843,0.0,100.0,0.784314,48.0,14.0,136.399994,64.199997,70.6199967,0.0,0.0,8260.0,0.0,255.0,
1053.0,15.0,19.607843,37.64706,82.0,-0.78125,4.6875,39.0,47.450981,52.156864,18.82353,34.901962,19.607843,0.0,100.0,0.784314,48.0,7.0,136.399994,64.199997,70.6199967,0.0,0.0,8260.0,0.0,255.0,
1053.0,15.0,19.607843,37.64706,82.0,-0.78125,4.6875,39.0,50.196079,52.156864,18.82353,34.901962,19.607843,0.0,100.0,0.784314,48.0,7.0,136.399994,64.199997,70.6199967,0.0,0.0,8260.0,0.0,255.0,
1053.0,15.0,19.607843,37.64706,82.0,-0.78125,4.6875,39.0,50.196079,52.156864,19.215687,34.901962,19.607843,0.0,100.0,0.392157,48.0,7.0,146.399994,64.599998,71.0599978,0.0,0.0,8260.0,0.0,255.0,
1053.0,15.0,19.607843,37.64706,82.0,-0.78125,4.6875,39.0,50.196079,52.156864,19.215687,34.901962,19.607843,0.0,100.0,0.392157,48.0,7.0,146.399994,64.599998,71.0599978,0.0,0.0,8260.0,0.0,255.0,
1036.5,15.0,19.215687,34.901962,83.0,-1.5625,0.0,35.0,50.196079,52.156864,19.215687,34.901962,19.607843,0.0,100.0,0.392157,48.0,4.0,146.399994,64.599998,71.0599978,0.0,0.0,8260.0,0.0,255.0,
1036.5,15.0,19.215687,34.901962,83.0,-1.5625,0.0,35.0,56.07843,52.156864,19.215687,34.901962,19.607843,0.0,100.0,0.392157,48.0,4.0,146.399994,64.599998,71.0599978,0.0,0.0,8260.0,0.0,255.0,
1036.5,15.0,19.215687,34.901962,83.0,-1.5625,0.0,35.0,56.07843,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,4.0,151.199997,64.800003,71.2800033,0.0,0.0,8260.0,0.0,255.0,
1036.5,15.0,19.215687,35.686275,83.0,-1.5625,3.90625,35.0,56.07843,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,4.0,151.199997,64.800003,71.2800033,0.0,0.0,8260.0,0.0,255.0,
1004.5,15.0,19.215687,35.686275,83.0,-1.5625,3.90625,35.0,56.07843,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,3.0,151.199997,64.800003,71.2800033,0.0,0.0,8260.0,0.0,255.0,
1004.5,15.0,19.215687,35.686275,83.0,-1.5625,3.90625,35.0,52.549019,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,3.0,160.199997,65.199997,71.7199967,0.0,0.0,8260.0,0.0,255.0,
1004.5,15.0,19.215687,35.686275,83.0,-1.5625,3.90625,35.0,52.549019,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,3.0,160.199997,65.199997,71.7199967,0.0,0.0,8260.0,0.0,255.0,
985.0,14.0,19.215687,36.470589,83.0,-1.5625,1.5625,37.0,52.549019,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,2.0,160.199997,65.199997,71.7199967,0.0,0.0,8260.0,0.0,255.0,
985.0,14.0,19.215687,36.470589,83.0,-1.5625,1.5625,37.0,49.411766,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,2.0,160.199997,65.199997,71.7199967,0.0,0.0,8260.0,0.0,255.0,
985.0,14.0,19.215687,36.470589,83.0,-1.5625,1.5625,37.0,49.411766,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,2.0,168.800003,65.699997,72.26999670000001,0.0,0.0,8260.0,0.0,255.0,
985.0,14.0,19.215687,36.470589,83.0,-1.5625,1.5625,37.0,49.411766,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,2.0,168.800003,65.699997,72.26999670000001,0.0,0.0,8260.0,0.0,255.0,
966.25,15.0,19.215687,37.64706,83.0,-1.5625,4.6875,38.0,49.411766,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,168.800003,65.699997,72.26999670000001,0.0,0.0,8260.0,0.0,255.0,
966.25,15.0,19.215687,37.64706,83.0,-1.5625,4.6875,38.0,52.549019,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,168.800003,65.699997,72.26999670000001,0.0,0.0,8260.0,0.0,255.0,
966.25,15.0,19.215687,37.64706,83.0,-1.5625,4.6875,38.0,52.549019,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,176.899994,66.099998,72.70999780000001,0.0,0.0,8260.0,0.0,255.0,
966.25,15.0,19.215687,36.862743,84.0,-1.5625,0.78125,38.0,52.549019,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,176.899994,66.099998,72.70999780000001,0.0,0.0,8260.0,0.0,255.0,
976.5,12.0,19.215687,36.862743,84.0,-1.5625,0.78125,38.0,52.549019,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,176.899994,66.099998,72.70999780000001,0.0,0.0,8260.0,0.0,255.0,
976.5,12.0,19.215687,36.862743,84.0,-1.5625,0.78125,38.0,56.862743,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,180.800003,66.400002,73.0400022,0.0,0.0,8260.0,0.0,255.0,
976.5,12.0,19.215687,36.862743,84.0,-1.5625,0.78125,38.0,56.862743,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,180.800003,66.400002,73.0400022,0.0,0.0,8260.0,0.0,255.0,
979.5,12.0,19.215687,36.862743,85.0,-1.5625,2.34375,38.0,56.862743,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,180.800003,66.400002,73.0400022,0.0,0.0,8260.0,0.0,255.0,
979.5,12.0,19.215687,36.862743,85.0,-1.5625,2.34375,38.0,56.862743,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,180.800003,66.400002,73.0400022,0.0,0.0,8260.0,0.0,255.0,
979.5,12.0,19.215687,36.862743,85.0,-1.5625,2.34375,38.0,64.705879,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,188.5,66.900002,73.5900022,0.0,0.0,8260.0,0.0,255.0,
979.5,12.0,19.215687,36.862743,85.0,-1.5625,2.34375,38.0,64.705879,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,-1.0,188.5,66.900002,73.5900022,0.0,0.0,8260.0,0.0,255.0,
977.25,12.0,19.215687,36.862743,85.0,-1.5625,-0.78125,38.0,64.705879,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,0.0,188.5,66.900002,73.5900022,0.0,0.0,8260.0,0.0,255.0,
977.25,12.0,19.215687,36.862743,85.0,-1.5625,-0.78125,38.0,72.15686,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,0.0,188.5,66.900002,73.5900022,0.0,0.0,8260.0,0.0,255.0,
977.25,12.0,19.215687,36.862743,85.0,-1.5625,-0.78125,38.0,72.15686,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,0.0,195.899994,67.5,74.25,0.0,0.0,8260.0,0.0,255.0,
977.25,12.0,19.215687,38.431374,85.0,-1.5625,0.78125,38.0,72.15686,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,0.0,195.899994,67.5,74.25,0.0,0.0,8260.0,0.0,255.0,
783.5,10.0,19.215687,38.431374,85.0,-1.5625,0.78125,42.0,72.15686,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,195.899994,67.5,74.25,0.0,0.0,8260.0,0.0,255.0,
783.5,10.0,19.215687,38.431374,85.0,-1.5625,0.78125,42.0,66.274513,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,203.100006,68.099998,74.9099978,0.0,0.0,8260.0,0.0,255.0,
783.5,10.0,19.215687,38.431374,85.0,-1.5625,0.78125,42.0,66.274513,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,203.100006,68.099998,74.9099978,0.0,0.0,8260.0,0.0,255.0,
816.25,9.0,19.215687,45.490196,86.0,-1.5625,0.78125,45.0,66.274513,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,203.100006,68.099998,74.9099978,0.0,0.0,8260.0,0.0,255.0,
816.25,9.0,19.215687,45.490196,86.0,-1.5625,0.78125,45.0,66.274513,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,203.100006,68.099998,74.9099978,0.0,0.0,8260.0,0.0,255.0,
816.25,9.0,19.215687,45.490196,86.0,-1.5625,0.78125,45.0,59.607841,50.196079,20.0,31.764706,19.215687,0.0,100.0,0.0,48.0,7.0,206.5,68.400002,75.2400022,0.0,0.0,8260.0,0.0,255.0,
816.25,9.0,19.215687,45.490196,86.0,-1.5625,0.78125,45.0,59.607841,50.196079,20.0,36.07843,18.039215,0.0,100.0,0.0,48.0,7.0,206.5,68.400002,75.2400022,0.0,0.0,8260.0,0.0,255.0,
968.75,13.0,17.254902,27.450981,86.0,0.78125,1.5625,28.0,59.607841,50.196079,20.0,36.07843,18.039215,0.0,100.0,0.0,48.0,16.0,206.5,68.400002,75.2400022,0.0,0.0,8260.0,0.0,255.0,
968.75,13.0,17.254902,27.450981,86.0,0.78125,1.5625,28.0,51.764706,50.196079,20.0,36.07843,18.039215,0.0,100.0,0.0,48.0,16.0,206.5,68.400002,75.2400022,0.0,0.0,8260.0,0.0,255.0,
968.75,13.0,17.254902,27.450981,86.0,0.78125,1.5625,28.0,51.764706,49.019608,19.215687,35.294117,17.254902,0.0,100.0,0.0,48.0,16.0,212.800003,69.0,75.9,0.0,0.0,8260.0,0.0,255.0,
968.75,13.0,17.254902,24.705883,86.0,0.78125,-6.25,28.0,51.764706,49.019608,19.215687,35.294117,17.254902,0.0,100.0,0.0,48.0,16.0,212.800003,69.0,75.9,0.0,0.0,8260.0,0.0,255.0,
949.0,14.0,16.470589,24.705883,86.0,-1.5625,-6.25,24.0,51.764706,49.019608,19.215687,35.294117,17.254902,0.0,100.0,0.0,48.0,12.0,212.800003,69.0,75.9,0.0,0.0,8260.0,0.0,255.0,
949.0,14.0,16.470589,24.705883,86.0,-1.5625,-6.25,24.0,54.901962,49.019608,19.215687,35.294117,17.254902,0.0,100.0,0.0,48.0,12.0,218.100006,69.599998,76.5599978,0.0,0.0,8260.0,0.0,255.0,
949.0,14.0,16.470589,24.705883,86.0,-1.5625,-6.25,24.0,54.901962,48.235294,16.078432,31.764706,16.470589,0.0,100.0,0.0,48.0,12.0,218.100006,69.599998,76.5599978,0.0,0.0,8260.0,0.0,255.0,
775.0,13.0,16.470589,25.09804,86.0,-1.5625,-0.78125,25.0,54.901962,48.235294,16.078432,31.764706,16.470589,0.0,100.0,0.0,48.0,7.0,218.100006,69.599998,76.5599978,0.0,0.0,8260.0,0.0,255.0,
775.0,13.0,16.470589,25.09804,86.0,-1.5625,-0.78125,25.0,54.901962,48.235294,16.078432,31.764706,16.470589,0.0,100.0,0.0,48.0,7.0,218.100006,69.599998,76.5599978,0.0,0.0,8260.0,0.0,255.0,
775.0,13.0,16.470589,25.09804,86.0,-1.5625,-0.78125,25.0,56.862743,48.235294,16.078432,31.764706,16.470589,0.0,100.0,0.0,48.0,7.0,222.299988,70.099998,77.1099978,0.0,0.0,8260.0,0.0,255.0,
775.0,13.0,16.470589,25.09804,86.0,-1.5625,-0.78125,25.0,56.862743,48.235294,16.078432,31.764706,16.470589,0.0,100.0,0.0,48.0,7.0,222.299988,70.099998,77.1099978,0.0,0.0,8260.0,0.0,255.0,
743.75,10.0,17.647058,30.196079,86.0,-1.5625,0.78125,31.0,56.862743,48.235294,16.078432,31.764706,16.470589,0.0,100.0,0.0,49.0,1.0,222.299988,70.099998,77.1099978,0.0,0.0,8260.0,0.0,255.0,
743.75,10.0,17.647058,30.196079,86.0,-1.5625,0.78125,31.0,63.92157,48.235294,16.078432,31.764706,16.470589,0.0,100.0,0.0,49.0,1.0,222.299988,70.099998,77.1099978,0.0,0.0,8260.0,0.0,255.0,
743.75,10.0,17.647058,30.196079,86.0,-1.5625,0.78125,31.0,63.92157,53.333332,20.0,36.07843,20.392157,0.0,100.0,3.921569,49.0,1.0,224.200012,70.400002,77.44000220000001,0.0,0.0,8260.0,0.0,255.0,
743.75,10.0,17.647058,48.627453,87.0,-1.5625,0.78125,31.0,63.92157,53.333332,20.0,36.07843,20.392157,0.0,100.0,3.921569,49.0,1.0,224.200012,70.400002,77.44000220000001,0.0,0.0,8260.0,0.0,255.0,
967.75,12.0,19.607843,48.627453,87.0,-2.34375,-1.5625,46.0,63.92157,53.333332,20.0,36.07843,20.392157,0.0,100.0,3.921569,49.0,14.0,224.200012,70.400002,77.44000220000001,0.0,0.0,8260.0,0.0,255.0,
967.75,12.0,19.607843,48.627453,87.0,-2.34375,-1.5625,46.0,58.431374,53.333332,20.0,36.07843,20.392157,0.0,100.0,3.921569,49.0,14.0,229.399994,71.099998,78.20999780000001,0.0,0.0,8260.0,0.0,255.0,
